timestamp,temperature,vibration,pressure,rotation_speed,power_consumption,anomaly
2026-02-24 12:04:25.091904,89.32,8.69,103.33,1409.4,49.26,0
2026-02-24 12:05:25.091904,71.52,1.91,120.77,1539.8,52.42,0
2026-02-24 12:06:25.091904,72.61,3.34,114.19,1591.9,60.35,0
2026-02-24 12:07:25.091904,80.05,3.19,129.33,1593.6,34.89,0
2026-02-24 12:08:25.091904,85.17,4.49,126.37,1539.2,42.79,0
2026-02-24 12:09:25.091904,90.11,7.26,113.84,1475.9,64.62,0
2026-02-24 12:10:25.091904,76.86,5.95,121.84,1585.5,46.73,0
2026-02-24 12:11:25.091904,77.59,4.72,118.31,1594.7,53.05,0
2026-02-24 12:12:25.091904,82.05,5.03,124.71,1517.6,43.45,0
2026-02-24 12:13:25.091904,84.7,4.43,124.18,1575.3,48.45,0
2026-02-24 12:14:25.091904,79.78,6.33,120.82,1381.0,44.5,0
2026-02-24 12:15:25.091904,81.98,6.55,103.95,1524.1,53.62,0
2026-02-24 12:16:25.091904,75.49,6.06,137.82,1524.0,50.82,0
2026-02-24 12:17:25.091904,64.92,1.05,132.67,1468.2,46.55,0
2026-02-24 12:18:25.091904,84.92,5.02,121.07,1479.7,47.91,0
2026-02-24 12:19:25.091904,87.47,4.66,126.23,1562.8,41.32,0
2026-02-24 12:20:25.091904,83.14,6.78,127.21,1522.2,55.34,0
2026-02-24 12:21:25.091904,86.88,5.43,111.71,1538.8,49.99,0
2026-02-24 12:22:25.091904,84.17,6.0,134.91,1564.5,44.67,0
2026-02-24 12:23:25.091904,74.35,4.11,95.62,1530.7,43.29,0
2026-02-24 12:24:25.091904,85.55,6.69,99.55,1523.0,59.06,0
2026-02-24 12:25:25.091904,93.67,7.22,111.42,1532.3,49.99,0
2026-02-24 12:26:25.091904,73.93,2.07,124.03,1415.0,45.62,0
2026-02-24 12:27:25.091904,84.72,2.67,121.6,1558.6,52.36,0
2026-02-24 12:28:25.091904,67.03,6.37,120.87,1527.1,58.4,0
2026-02-24 12:29:25.091904,84.31,4.69,119.14,1541.4,70.49,0
2026-02-24 12:30:25.091904,84.23,6.85,116.15,1498.4,37.48,0
2026-02-24 12:31:25.091904,79.08,5.44,104.7,1514.1,47.64,0
2026-02-24 12:32:25.091904,83.04,6.25,103.48,1564.8,52.91,0
2026-02-24 12:33:25.091904,65.38,3.65,104.59,1404.6,44.87,0
2026-02-24 12:34:25.091904,79.91,5.61,106.88,1358.4,48.04,0
2026-02-24 12:35:25.091904,83.38,5.62,103.02,1564.3,54.42,0
2026-02-24 12:36:25.091904,86.39,3.76,102.77,1496.4,47.33,0
2026-02-24 12:37:25.091904,80.5,6.8,116.71,1380.7,50.07,0
2026-02-24 12:38:25.091904,68.33,1.59,132.67,1464.1,42.18,0
2026-02-24 12:39:25.091904,77.74,5.37,125.28,1524.6,45.38,0
2026-02-24 12:40:25.091904,80.83,2.67,108.89,1498.7,54.85,0
2026-02-24 12:41:25.091904,78.29,3.16,111.72,1500.9,53.87,0
2026-02-24 12:42:25.091904,80.37,6.77,142.76,1526.4,59.32,0
2026-02-24 12:43:25.091904,79.12,3.02,114.01,1453.6,53.48,0
2026-02-24 12:44:25.091904,76.47,2.94,106.96,1417.5,55.51,0
2026-02-24 12:45:25.091904,87.9,6.04,116.54,1549.2,50.25,0
2026-02-24 12:46:25.091904,71.79,3.0,113.17,1582.7,43.18,0
2026-02-24 12:47:25.091904,81.7,6.83,109.72,1505.0,44.15,0
2026-02-24 12:48:25.091904,79.97,6.16,120.42,1362.4,53.23,0
2026-02-24 12:49:25.091904,68.42,3.6,135.2,1487.9,55.0,0
2026-02-24 12:50:25.091904,85.31,6.76,104.16,1429.9,56.78,0
2026-02-24 12:51:25.091904,74.59,1.51,124.66,1475.3,54.82,0
2026-02-24 12:52:25.091904,81.73,5.85,131.86,1492.1,51.94,0
2026-02-24 12:53:25.091904,74.11,2.76,125.41,1593.0,60.34,0
2026-02-24 12:54:25.091904,69.62,4.06,132.42,1541.5,52.62,0
2026-02-24 12:55:25.091904,75.82,4.17,126.45,1354.4,43.24,0
2026-02-24 12:56:25.091904,82.56,7.31,111.63,1417.9,48.21,0
2026-02-24 12:57:25.091904,73.38,4.1,141.55,1566.4,60.34,0
2026-02-24 12:58:25.091904,78.75,4.86,126.24,1456.9,48.27,0
2026-02-24 12:59:25.091904,80.85,4.21,147.41,1522.6,46.49,0
2026-02-24 13:00:25.091904,87.74,3.24,97.79,1462.3,55.65,0
2026-02-24 13:01:25.091904,77.35,3.16,148.52,1552.2,45.53,0
2026-02-24 13:02:25.091904,82.64,5.55,130.3,1521.6,55.31,0
2026-02-24 13:03:25.091904,79.46,4.95,125.61,1550.1,59.41,0
2026-02-24 13:04:25.091904,71.28,6.36,109.0,1390.1,38.43,0
2026-02-24 13:05:25.091904,78.98,4.57,128.85,1529.8,48.82,0
2026-02-24 13:06:25.091904,79.61,4.62,134.29,1417.0,51.05,0
2026-02-24 13:07:25.091904,97.44,6.37,99.03,1551.1,54.28,0
2026-02-24 13:08:25.091904,77.52,4.33,126.8,1625.4,56.68,0
2026-02-24 13:09:25.091904,76.65,2.42,112.29,1403.7,50.08,0
2026-02-24 13:10:25.091904,82.83,6.52,126.89,1534.9,48.81,0
2026-02-24 13:11:25.091904,70.6,3.79,107.71,1417.5,44.21,0
2026-02-24 13:12:25.091904,87.06,5.12,135.17,1464.0,54.1,0
2026-02-24 13:13:25.091904,82.24,3.88,119.05,1473.6,48.89,0
2026-02-24 13:14:25.091904,81.24,3.26,128.95,1537.0,50.51,0
2026-02-24 13:15:25.091904,67.78,1.6,131.53,1558.8,48.53,0
2026-02-24 13:16:25.091904,89.58,5.61,123.57,1558.7,55.11,0
2026-02-24 13:17:25.091904,59.49,-1.07,109.63,1445.4,61.15,0
2026-02-24 13:18:25.091904,88.15,7.32,127.55,1535.5,52.06,0
2026-02-24 13:19:25.091904,96.76,6.85,118.86,1452.7,47.68,0
2026-02-24 13:20:25.091904,70.83,3.37,122.27,1493.7,56.36,0
2026-02-24 13:21:25.091904,82.31,7.84,115.65,1452.5,59.47,0
2026-02-24 13:22:25.091904,87.97,8.69,98.64,1533.3,50.96,0
2026-02-24 13:23:25.091904,76.02,4.51,120.7,1458.2,50.71,0
2026-02-24 13:24:25.091904,72.22,5.74,112.86,1497.7,49.15,0
2026-02-24 13:25:25.091904,80.9,5.24,123.58,1532.6,47.5,0
2026-02-24 13:26:25.091904,79.08,7.71,119.57,1397.9,44.25,0
2026-02-24 13:27:25.091904,77.84,2.51,113.72,1559.8,58.08,0
2026-02-24 13:28:25.091904,73.7,4.59,145.46,1608.9,47.13,0
2026-02-24 13:29:25.091904,92.54,6.65,116.27,1428.5,48.31,0
2026-02-24 13:30:25.091904,78.24,6.46,120.95,1386.0,61.33,0
2026-02-24 13:31:25.091904,77.93,4.92,142.41,1522.1,45.98,0
2026-02-24 13:32:25.091904,89.84,7.49,107.97,1538.1,50.17,0
2026-02-24 13:33:25.091904,73.49,5.42,130.02,1416.2,46.72,0
2026-02-24 13:34:25.091904,81.76,5.2,111.08,1467.9,47.01,0
2026-02-24 13:35:25.091904,90.29,6.25,117.24,1513.8,47.22,0
2026-02-24 13:36:25.091904,70.19,4.89,124.73,1485.2,54.11,0
2026-02-24 13:37:25.091904,81.28,5.09,133.68,1550.8,47.87,0
2026-02-24 13:38:25.091904,78.73,3.59,107.8,1527.2,38.45,0
2026-02-24 13:39:25.091904,95.16,10.25,123.05,1446.6,48.25,0
2026-02-24 13:40:25.091904,70.93,4.15,111.14,1550.5,51.81,0
2026-02-24 13:41:25.091904,74.73,6.31,127.7,1491.5,42.72,0
2026-02-24 13:42:25.091904,89.95,8.42,131.57,1438.8,34.2,0
2026-02-24 13:43:25.091904,76.97,2.6,127.97,1470.5,42.44,0
2026-02-24 13:44:25.091904,83.68,6.09,110.39,1535.5,56.9,0
2026-02-24 13:45:25.091904,82.15,5.04,106.84,1418.3,43.92,0
2026-02-24 13:46:25.091904,82.37,8.21,117.95,1431.0,53.05,0
2026-02-24 13:47:25.091904,78.13,3.37,105.35,1601.8,53.3,0
2026-02-24 13:48:25.091904,79.06,3.65,126.13,1441.7,51.75,0
2026-02-24 13:49:25.091904,75.56,4.91,136.86,1576.3,39.65,0
2026-02-24 13:50:25.091904,89.36,4.12,110.61,1415.1,49.24,0
2026-02-24 13:51:25.091904,81.18,4.18,126.24,1517.3,49.28,0
2026-02-24 13:52:25.091904,80.15,8.63,110.54,1558.7,56.57,0
2026-02-24 13:53:25.091904,84.37,5.23,134.99,1433.1,47.79,0
2026-02-24 13:54:25.091904,71.38,3.6,132.07,1451.0,57.81,0
2026-02-24 13:55:25.091904,83.3,4.3,119.05,1568.6,59.52,0
2026-02-24 13:56:25.091904,88.36,5.72,129.13,1616.6,50.91,0
2026-02-24 13:57:25.091904,76.31,5.6,129.99,1543.6,55.19,0
2026-02-24 13:58:25.091904,83.68,3.97,105.77,1493.1,47.92,0
2026-02-24 13:59:25.091904,76.63,2.09,125.91,1500.3,42.7,0
2026-02-24 14:00:25.091904,84.64,4.91,112.7,1434.5,39.44,0
2026-02-24 14:01:25.091904,90.85,4.86,121.46,1380.8,46.13,0
2026-02-24 14:02:25.091904,76.29,3.86,115.96,1543.1,49.39,0
2026-02-24 14:03:25.091904,80.08,7.25,120.34,1392.7,48.96,0
2026-02-24 14:04:25.091904,76.8,6.01,130.8,1469.4,54.27,0
2026-02-24 14:05:25.091904,75.69,5.24,106.58,1493.4,63.18,0
2026-02-24 14:06:25.091904,78.28,4.37,99.48,1451.3,37.28,0
2026-02-24 14:07:25.091904,88.1,8.05,114.75,1541.7,44.08,0
2026-02-24 14:08:25.091904,77.56,2.97,132.97,1499.1,41.88,0
2026-02-24 14:09:25.091904,83.1,4.13,109.46,1473.3,47.68,0
2026-02-24 14:10:25.091904,78.48,4.2,113.95,1532.8,55.34,0
2026-02-24 14:11:25.091904,89.58,5.53,133.69,1519.5,49.32,0
2026-02-24 14:12:25.091904,80.77,6.16,136.24,1549.1,55.07,0
2026-02-24 14:13:25.091904,91.25,2.65,128.13,1475.1,46.63,0
2026-02-24 14:14:25.091904,81.26,3.8,124.79,1548.8,51.44,0
2026-02-24 14:15:25.091904,76.55,5.79,131.74,1517.9,43.56,0
2026-02-24 14:16:25.091904,71.38,3.83,115.13,1541.5,46.89,0
2026-02-24 14:17:25.091904,81.42,4.29,128.13,1555.7,54.93,0
2026-02-24 14:18:25.091904,79.3,5.3,110.64,1544.5,60.94,0
2026-02-24 14:19:25.091904,80.74,3.28,138.99,1500.1,50.06,0
2026-02-24 14:20:25.091904,83.75,5.49,132.24,1518.5,53.23,0
2026-02-24 14:21:25.091904,81.73,6.08,127.73,1555.6,44.89,0
2026-02-24 14:22:25.091904,75.17,5.07,115.99,1442.4,39.15,0
2026-02-24 14:23:25.091904,76.13,7.51,128.14,1513.7,51.62,0
2026-02-24 14:24:25.091904,79.93,6.28,119.78,1378.7,56.6,0
2026-02-24 14:25:25.091904,84.88,4.93,113.47,1489.1,48.9,0
2026-02-24 14:26:25.091904,80.12,4.43,126.86,1361.4,50.27,0
2026-02-24 14:27:25.091904,78.87,8.09,97.68,1457.0,60.12,0
2026-02-24 14:28:25.091904,78.69,3.84,130.4,1395.0,48.58,0
2026-02-24 14:29:25.091904,81.3,4.52,107.92,1562.1,55.29,0
2026-02-24 14:30:25.091904,73.37,4.28,128.6,1463.0,47.68,0
2026-02-24 14:31:25.091904,82.3,5.7,102.52,1440.4,46.63,0
2026-02-24 14:32:25.091904,88.28,8.97,115.15,1513.2,57.93,0
2026-02-24 14:33:25.091904,74.16,5.43,125.33,1456.5,45.62,0
2026-02-24 14:34:25.091904,80.97,4.43,130.22,1424.8,56.1,0
2026-02-24 14:35:25.091904,83.95,5.33,111.89,1483.8,39.43,0
2026-02-24 14:36:25.091904,81.73,2.69,109.15,1409.5,48.57,0
2026-02-24 14:37:25.091904,85.52,4.67,131.99,1614.8,47.63,0
2026-02-24 14:38:25.091904,77.92,8.0,142.31,1507.7,54.13,0
2026-02-24 14:39:25.091904,76.83,6.16,109.33,1538.6,57.95,0
2026-02-24 14:40:25.091904,87.35,7.17,89.33,1574.6,56.97,0
2026-02-24 14:41:25.091904,86.58,6.78,137.84,1577.7,61.81,0
2026-02-24 14:42:25.091904,80.53,3.75,118.27,1540.8,33.02,0
2026-02-24 14:43:25.091904,109.33,8.36,109.38,1478.9,43.9,0
2026-02-24 14:44:25.091904,77.1,1.87,120.68,1514.7,46.29,0
2026-02-24 14:45:25.091904,87.83,5.59,142.82,1503.9,41.81,0
2026-02-24 14:46:25.091904,78.35,1.38,127.71,1505.6,62.83,0
2026-02-24 14:47:25.091904,77.79,1.98,129.16,1529.8,53.42,0
2026-02-24 14:48:25.091904,81.44,6.65,121.9,1511.5,44.64,0
2026-02-24 14:49:25.091904,82.02,3.78,125.6,1476.1,38.23,0
2026-02-24 14:50:25.091904,79.85,7.19,139.91,1655.0,56.72,0
2026-02-24 14:51:25.091904,70.96,1.17,109.41,1421.9,48.88,0
2026-02-24 14:52:25.091904,76.84,4.84,128.92,1518.9,43.94,0
2026-02-24 14:53:25.091904,76.2,2.86,119.59,1537.9,64.82,0
2026-02-24 14:54:25.091904,92.42,4.42,119.26,1573.7,49.58,0
2026-02-24 14:55:25.091904,74.5,7.72,106.57,1492.2,46.09,0
2026-02-24 14:56:25.091904,90.33,8.15,124.94,1540.2,60.15,0
2026-02-24 14:57:25.091904,72.35,5.9,126.83,1481.4,52.92,0
2026-02-24 14:58:25.091904,71.62,2.19,117.81,1559.2,50.49,0
2026-02-24 14:59:25.091904,82.14,2.88,136.98,1518.3,57.04,0
2026-02-24 15:00:25.091904,80.91,5.27,120.95,1546.3,50.8,0
2026-02-24 15:01:25.091904,71.09,3.62,95.76,1519.4,54.49,0
2026-02-24 15:02:25.091904,78.17,6.13,126.28,1484.3,45.23,0
2026-02-24 15:03:25.091904,89.62,7.87,106.73,1425.3,42.26,0
2026-02-24 15:04:25.091904,72.47,3.32,136.3,1434.6,40.89,0
2026-02-24 15:05:25.091904,78.17,3.47,141.41,1463.8,57.06,0
2026-02-24 15:06:25.091904,76.22,2.98,131.5,1490.3,40.98,0
2026-02-24 15:07:25.091904,75.41,4.56,119.99,1535.6,49.76,0
2026-02-24 15:08:25.091904,92.41,5.09,126.86,1500.5,53.74,0
2026-02-24 15:09:25.091904,83.69,5.04,111.47,1535.5,42.11,0
2026-02-24 15:10:25.091904,71.52,6.54,126.99,1575.5,55.66,0
2026-02-24 15:11:25.091904,82.41,5.67,110.93,1470.1,58.11,0
2026-02-24 15:12:25.091904,76.02,4.9,141.45,1584.3,56.92,0
2026-02-24 15:13:25.091904,85.01,5.07,108.75,1341.2,47.49,0
2026-02-24 15:14:25.091904,75.77,5.15,101.3,1518.4,45.01,0
2026-02-24 15:15:25.091904,79.15,4.9,118.12,1526.1,49.55,0
2026-02-24 15:16:25.091904,80.56,3.84,126.76,1532.6,55.1,0
2026-02-24 15:17:25.091904,80.82,2.94,146.45,1568.5,46.67,0
2026-02-24 15:18:25.091904,73.64,5.24,111.74,1548.3,46.35,0
2026-02-24 15:19:25.091904,76.38,4.15,120.71,1549.8,49.11,0
2026-02-24 15:20:25.091904,79.09,5.9,119.99,1379.3,49.14,0
2026-02-24 15:21:25.091904,76.52,5.12,107.98,1461.9,44.87,0
2026-02-24 15:22:25.091904,90.13,5.03,108.57,1483.8,61.48,0
2026-02-24 15:23:25.091904,85.68,6.69,98.47,1542.3,46.95,0
2026-02-24 15:24:25.091904,67.99,2.6,137.43,1550.6,39.38,0
2026-02-24 15:25:25.091904,91.3,8.03,110.93,1450.1,61.33,0
2026-02-24 15:26:25.091904,84.63,1.26,96.19,1524.6,48.66,0
2026-02-24 15:27:25.091904,90.86,7.48,115.59,1443.1,51.29,0
2026-02-24 15:28:25.091904,72.02,5.34,133.91,1535.9,50.94,0
2026-02-24 15:29:25.091904,75.44,4.1,125.88,1552.8,49.29,0
2026-02-24 15:30:25.091904,82.19,2.48,125.83,1570.1,56.9,0
2026-02-24 15:31:25.091904,73.91,3.97,138.48,1429.7,50.44,0
2026-02-24 15:32:25.091904,81.97,4.72,131.89,1454.2,51.74,0
2026-02-24 15:33:25.091904,85.09,5.33,90.13,1346.7,48.11,0
2026-02-24 15:34:25.091904,79.66,7.48,114.55,1548.4,54.11,0
2026-02-24 15:35:25.091904,79.91,5.13,124.96,1576.4,43.35,0
2026-02-24 15:36:25.091904,62.6,5.55,122.16,1443.0,49.69,0
2026-02-24 15:37:25.091904,75.35,5.6,126.34,1453.2,55.84,0
2026-02-24 15:38:25.091904,77.44,4.44,150.63,1558.3,54.39,0
2026-02-24 15:39:25.091904,72.22,4.67,108.93,1484.3,46.81,0
2026-02-24 15:40:25.091904,88.95,4.82,94.32,1568.1,60.53,0
2026-02-24 15:41:25.091904,73.98,6.07,92.23,1497.9,59.34,0
2026-02-24 15:42:25.091904,74.36,3.44,130.52,1531.7,47.45,0
2026-02-24 15:43:25.091904,79.01,4.13,118.17,1462.0,52.16,0
2026-02-24 15:44:25.091904,89.45,5.61,103.0,1501.6,62.37,0
2026-02-24 15:45:25.091904,68.12,3.16,117.32,1349.8,51.2,0
2026-02-24 15:46:25.091904,87.03,5.19,114.52,1608.7,55.3,0
2026-02-24 15:47:25.091904,78.19,4.07,115.96,1532.1,52.01,0
2026-02-24 15:48:25.091904,76.13,5.87,98.16,1483.8,42.67,0
2026-02-24 15:49:25.091904,87.34,7.35,126.77,1474.4,57.64,0
2026-02-24 15:50:25.091904,79.27,4.07,128.19,1414.0,48.05,0
2026-02-24 15:51:25.091904,79.17,6.3,121.47,1438.5,50.73,0
2026-02-24 15:52:25.091904,81.09,5.34,119.13,1521.5,57.16,0
2026-02-24 15:53:25.091904,76.49,4.34,122.04,1499.8,47.95,0
2026-02-24 15:54:25.091904,80.67,5.01,120.56,1542.4,43.26,0
2026-02-24 15:55:25.091904,88.22,7.22,99.73,1439.1,45.17,0
2026-02-24 15:56:25.091904,88.46,4.71,110.44,1575.9,48.54,0
2026-02-24 15:57:25.091904,77.42,7.24,122.44,1460.5,52.45,0
2026-02-24 15:58:25.091904,91.76,4.79,111.61,1440.8,46.37,0
2026-02-24 15:59:25.091904,64.02,2.58,130.09,1470.7,38.37,0
2026-02-24 16:00:25.091904,78.68,4.76,105.13,1584.0,42.81,0
2026-02-24 16:01:25.091904,78.32,2.54,145.83,1543.8,46.68,0
2026-02-24 16:02:25.091904,80.5,4.48,142.81,1445.0,47.0,0
2026-02-24 16:03:25.091904,75.4,4.41,116.88,1457.8,45.83,0
2026-02-24 16:04:25.091904,84.85,8.0,103.53,1371.1,44.4,0
2026-02-24 16:05:25.091904,82.6,7.66,114.1,1526.4,50.62,0
2026-02-24 16:06:25.091904,77.04,5.14,133.35,1486.4,51.8,0
2026-02-24 16:07:25.091904,88.67,7.0,116.27,1457.7,40.57,0
2026-02-24 16:08:25.091904,80.65,4.34,124.33,1580.0,57.07,0
2026-02-24 16:09:25.091904,71.48,2.65,120.56,1627.5,53.15,0
2026-02-24 16:10:25.091904,86.69,5.87,126.29,1520.7,44.14,0
2026-02-24 16:11:25.091904,82.88,5.6,125.51,1516.8,44.83,0
2026-02-24 16:12:25.091904,81.38,3.45,116.74,1512.4,58.2,0
2026-02-24 16:13:25.091904,80.52,3.53,135.99,1499.9,45.41,0
2026-02-24 16:14:25.091904,78.54,6.55,125.6,1419.7,47.22,0
2026-02-24 16:15:25.091904,71.36,2.22,133.0,1459.3,48.19,0
2026-02-24 16:16:25.091904,85.95,5.92,117.31,1498.0,53.26,0
2026-02-24 16:17:25.091904,82.32,4.48,118.18,1549.8,42.19,0
2026-02-24 16:18:25.091904,81.73,5.92,149.49,1481.3,43.82,0
2026-02-24 16:19:25.091904,83.91,6.63,119.59,1587.2,48.57,0
2026-02-24 16:20:25.091904,84.14,3.56,133.79,1560.1,57.1,0
2026-02-24 16:21:25.091904,72.98,3.12,103.98,1498.1,39.99,0
2026-02-24 16:22:25.091904,87.85,7.42,123.93,1489.5,52.97,0
2026-02-24 16:23:25.091904,78.7,4.91,115.51,1516.0,50.91,0
2026-02-24 16:24:25.091904,79.88,5.54,136.93,1531.9,49.28,0
2026-02-24 16:25:25.091904,89.05,6.5,112.57,1504.6,59.05,0
2026-02-24 16:26:25.091904,81.37,3.41,115.28,1511.9,47.37,0
2026-02-24 16:27:25.091904,87.45,6.49,126.38,1554.1,58.9,0
2026-02-24 16:28:25.091904,89.29,6.06,108.44,1498.6,46.08,0
2026-02-24 16:29:25.091904,84.97,7.43,121.4,1551.6,40.55,0
2026-02-24 16:30:25.091904,88.54,7.4,113.38,1482.4,54.35,0
2026-02-24 16:31:25.091904,78.5,5.1,121.54,1457.3,43.35,0
2026-02-24 16:32:25.091904,84.27,6.24,119.0,1471.7,48.88,0
2026-02-24 16:33:25.091904,79.43,5.07,140.19,1482.3,61.31,0
2026-02-24 16:34:25.091904,81.01,5.24,125.09,1436.8,57.18,0
2026-02-24 16:35:25.091904,79.55,3.14,105.63,1529.3,47.64,0
2026-02-24 16:36:25.091904,74.76,4.63,109.89,1468.1,46.06,0
2026-02-24 16:37:25.091904,85.59,2.04,115.19,1448.8,54.93,0
2026-02-24 16:38:25.091904,74.01,4.77,112.3,1517.1,50.54,0
2026-02-24 16:39:25.091904,77.68,7.18,135.61,1413.3,52.42,0
2026-02-24 16:40:25.091904,88.94,6.28,113.86,1497.9,56.79,0
2026-02-24 16:41:25.091904,84.72,5.19,119.59,1482.9,52.85,0
2026-02-24 16:42:25.091904,82.77,4.67,126.61,1441.5,45.11,0
2026-02-24 16:43:25.091904,81.67,4.11,150.7,1529.7,56.96,0
2026-02-24 16:44:25.091904,76.9,3.48,118.39,1468.9,53.97,0
2026-02-24 16:45:25.091904,77.77,6.35,138.28,1540.7,48.87,0
2026-02-24 16:46:25.091904,75.35,2.47,115.26,1517.3,49.87,0
2026-02-24 16:47:25.091904,71.13,2.43,130.74,1473.6,49.5,0
2026-02-24 16:48:25.091904,88.35,6.49,110.79,1596.8,65.7,0
2026-02-24 16:49:25.091904,79.88,5.34,128.81,1510.0,50.88,0
2026-02-24 16:50:25.091904,75.61,5.07,115.91,1482.4,51.52,0
2026-02-24 16:51:25.091904,78.92,5.34,130.04,1599.4,49.9,0
2026-02-24 16:52:25.091904,88.9,8.32,128.87,1480.9,47.08,0
2026-02-24 16:53:25.091904,77.08,5.09,126.89,1641.5,47.72,0
2026-02-24 16:54:25.091904,76.45,5.48,124.71,1533.5,55.98,0
2026-02-24 16:55:25.091904,88.13,8.4,114.75,1599.1,58.63,0
2026-02-24 16:56:25.091904,81.14,4.9,127.97,1563.4,57.47,0
2026-02-24 16:57:25.091904,82.91,7.85,102.38,1468.0,53.15,0
2026-02-24 16:58:25.091904,70.46,1.52,148.09,1529.7,50.82,0
2026-02-24 16:59:25.091904,77.44,3.08,127.09,1585.4,52.32,0
2026-02-24 17:00:25.091904,70.28,3.95,125.7,1615.9,58.94,0
2026-02-24 17:01:25.091904,74.44,5.92,124.97,1512.6,59.9,0
2026-02-24 17:02:25.091904,81.82,7.8,112.18,1432.9,54.22,0
2026-02-24 17:03:25.091904,77.01,4.07,113.73,1525.6,56.86,0
2026-02-24 17:04:25.091904,84.72,6.54,122.53,1473.7,53.38,0
2026-02-24 17:05:25.091904,94.82,8.53,114.88,1463.9,54.24,0
2026-02-24 17:06:25.091904,89.45,7.47,107.54,1550.0,55.13,0
2026-02-24 17:07:25.091904,77.88,4.36,119.15,1480.5,46.73,0
2026-02-24 17:08:25.091904,82.64,6.37,123.69,1517.0,45.08,0
2026-02-24 17:09:25.091904,75.8,5.54,119.87,1461.1,46.62,0
2026-02-24 17:10:25.091904,77.82,3.96,131.07,1485.1,56.12,0
